Start	Ende	Type	Property	Counter:long
715	647	B	Property	3577
792	647	A	Property	3578
647	699	C	Property	3579
647	802	B	Property	3580
839	647	A	Property	3581
860	648	B	Property	3582
835	648	A	Property	3583
648	666	C	Property	3584
835	648	B	Property	3585
648	887	A	Property	3586
906	648	C	Property	3587
648	758	B	Property	3588
648	669	A	Property	3589
715	649	C	Property	3590
649	893	B	Property	3591
649	767	A	Property	3592
650	844	B	Property	3593
842	650	A	Property	3594
936	650	C	Property	3595
650	880	B	Property	3596
652	650	A	Property	3597
869	651	C	Property	3598
651	728	B	Property	3599
651	838	A	Property	3600
651	686	C	Property	3601
651	997	B	Property	3602
669	651	A	Property	3603
892	652	B	Property	3604
652	664	A	Property	3605
652	660	C	Property	3606
652	690	B	Property	3607
658	652	A	Property	3608
653	934	C	Property	3609
928	653	B	Property	3610
653	663	A	Property	3611
653	669	C	Property	3612
653	933	B	Property	3613
941	653	A	Property	3614
653	874	C	Property	3615
653	904	B	Property	3616
800	653	A	Property	3617
654	863	C	Property	3618
654	814	B	Property	3619
912	654	A	Property	3620
654	847	C	Property	3621
654	889	B	Property	3622
654	729	A	Property	3623
654	883	C	Property	3624
654	746	B	Property	3625
654	717	A	Property	3626
659	655	C	Property	3627
927	655	B	Property	3628
655	938	A	Property	3629
765	656	C	Property	3630
656	866	B	Property	3631
656	737	A	Property	3632
772	657	A	Property	3633
984	657	C	Property	3634
657	855	B	Property	3635
922	657	A	Property	3636
657	692	C	Property	3637
838	657	B	Property	3638
657	937	A	Property	3639
657	991	C	Property	3640
821	657	B	Property	3641
748	657	A	Property	3642
915	658	B	Property	3643
658	705	A	Property	3644
852	658	C	Property	3645
658	874	B	Property	3646
911	658	A	Property	3647
658	795	C	Property	3648
658	755	B	Property	3649
853	658	A	Property	3650
659	924	A	Property	3651
659	779	C	Property	3652
659	969	B	Property	3653
865	659	A	Property	3654
659	773	C	Property	3655
989	659	B	Property	3656
667	659	A	Property	3657
911	659	C	Property	3658
659	733	B	Property	3659
659	738	A	Property	3660
660	951	C	Property	3661
660	675	B	Property	3662
660	867	A	Property	3663
967	661	B	Property	3664
661	815	A	Property	3665
661	684	C	Property	3666
661	943	B	Property	3667
661	971	A	Property	3668
661	981	C	Property	3669
796	661	B	Property	3670
661	681	A	Property	3671
662	703	C	Property	3672
662	752	B	Property	3673
965	662	A	Property	3674
897	662	C	Property	3675
662	714	B	Property	3676
919	662	A	Property	3677
663	875	A	Property	3678
663	905	C	Property	3679
663	972	B	Property	3680
725	663	A	Property	3681
990	663	C	Property	3682
996	663	B	Property	3683
663	846	A	Property	3684
818	663	C	Property	3685
663	702	B	Property	3686
777	663	A	Property	3687
800	664	A	Property	3688
664	887	C	Property	3689
782	664	B	Property	3690
773	664	A	Property	3691
664	892	C	Property	3692
664	820	B	Property	3693
944	664	A	Property	3694
664	898	C	Property	3695
701	664	B	Property	3696
664	883	A	Property	3697
665	964	C	Property	3698
665	812	B	Property	3699
732	665	A	Property	3700
665	814	C	Property	3701
665	851	B	Property	3702
665	897	A	Property	3703
665	748	C	Property	3704
665	965	B	Property	3705
804	665	A	Property	3706
666	688	A	Property	3707
674	667	B	Property	3708
711	667	A	Property	3709
779	667	C	Property	3710
667	953	B	Property	3711
971	667	A	Property	3712
896	668	A	Property	3713
668	786	C	Property	3714
668	774	B	Property	3715
668	910	A	Property	3716
948	668	C	Property	3717
716	668	B	Property	3718
668	872	A	Property	3719
784	669	B	Property	3720
780	669	A	Property	3721
729	670	A	Property	3722
670	984	C	Property	3723
704	670	B	Property	3724
827	670	A	Property	3725
670	834	C	Property	3726
670	765	B	Property	3727
875	670	A	Property	3728
988	671	B	Property	3729
835	671	A	Property	3730
735	671	C	Property	3731
918	671	B	Property	3732
671	995	A	Property	3733
672	758	A	Property	3734
771	672	C	Property	3735
672	826	B	Property	3736
672	848	A	Property	3737
762	672	C	Property	3738
696	672	B	Property	3739
672	697	A	Property	3740
723	672	C	Property	3741
672	974	B	Property	3742
789	672	A	Property	3743
854	673	A	Property	3744
754	674	C	Property	3745
674	961	B	Property	3746
942	674	A	Property	3747
712	675	B	Property	3748
710	675	A	Property	3749
675	711	C	Property	3750
706	675	B	Property	3751
814	675	A	Property	3752
830	675	C	Property	3753
675	690	B	Property	3754
846	675	A	Property	3755
676	930	C	Property	3756
676	967	B	Property	3757
676	962	A	Property	3758
712	676	C	Property	3759
915	676	B	Property	3760
841	676	A	Property	3761
870	676	C	Property	3762
676	950	B	Property	3763
676	804	A	Property	3764
677	761	C	Property	3765
677	678	B	Property	3766
677	720	A	Property	3767
677	772	C	Property	3768
932	677	B	Property	3769
784	677	A	Property	3770
677	740	C	Property	3771
677	846	B	Property	3772
757	677	A	Property	3773
678	901	A	Property	3774
683	678	C	Property	3775
678	756	B	Property	3776
913	678	A	Property	3777
678	692	C	Property	3778
678	700	B	Property	3779
678	905	A	Property	3780
956	679	A	Property	3781
680	822	A	Property	3782
680	927	C	Property	3783
680	996	B	Property	3784
691	680	A	Property	3785
867	680	C	Property	3786
738	680	B	Property	3787
680	911	A	Property	3788
680	868	C	Property	3789
680	852	B	Property	3790
831	680	A	Property	3791
838	681	A	Property	3792
830	681	C	Property	3793
985	681	B	Property	3794
962	681	A	Property	3795
867	681	C	Property	3796
768	681	B	Property	3797
983	681	A	Property	3798
765	682	A	Property	3799
682	898	C	Property	3800
682	838	B	Property	3801
917	682	A	Property	3802
683	682	C	Property	3803
682	979	B	Property	3804
862	682	A	Property	3805
682	683	C	Property	3806
682	827	B	Property	3807
682	951	A	Property	3808
813	683	C	Property	3809
900	683	B	Property	3810
683	932	A	Property	3811
683	906	C	Property	3812
800	683	B	Property	3813
683	974	A	Property	3814
686	684	A	Property	3815
684	685	C	Property	3816
818	684	B	Property	3817
684	887	A	Property	3818
912	684	C	Property	3819
684	725	B	Property	3820
690	684	A	Property	3821
685	907	A	Property	3822
704	685	C	Property	3823
685	781	B	Property	3824
685	747	A	Property	3825
720	685	C	Property	3826
685	968	B	Property	3827
685	724	A	Property	3828
716	685	C	Property	3829
685	874	B	Property	3830
685	844	A	Property	3831
686	855	A	Property	3832
687	805	C	Property	3833
687	906	B	Property	3834
687	931	A	Property	3835
688	922	A	Property	3836
888	688	C	Property	3837
688	786	B	Property	3838
749	688	A	Property	3839
688	919	C	Property	3840
688	698	B	Property	3841
938	688	A	Property	3842
760	689	A	Property	3843
857	689	C	Property	3844
982	689	B	Property	3845
757	689	A	Property	3846
689	788	C	Property	3847
689	745	B	Property	3848
939	689	A	Property	3849
865	690	A	Property	3850
975	691	B	Property	3851
691	974	A	Property	3852
691	763	C	Property	3853
737	691	B	Property	3854
809	691	A	Property	3855
967	691	C	Property	3856
691	774	B	Property	3857
691	796	A	Property	3858
769	692	B	Property	3859
751	692	A	Property	3860
693	903	A	Property	3861
729	693	C	Property	3862
728	693	B	Property	3863
693	933	A	Property	3864
799	694	B	Property	3865
938	694	A	Property	3866
694	820	C	Property	3867
796	694	B	Property	3868
694	710	A	Property	3869
694	900	C	Property	3870
726	694	B	Property	3871
694	933	A	Property	3872
695	896	C	Property	3873
695	721	B	Property	3874
731	695	A	Property	3875
967	695	C	Property	3876
833	695	B	Property	3877
851	695	A	Property	3878
696	837	A	Property	3879
696	721	C	Property	3880
696	934	B	Property	3881
696	733	A	Property	3882
759	696	C	Property	3883
951	696	B	Property	3884
849	696	A	Property	3885
697	759	A	Property	3886
697	778	C	Property	3887
760	697	B	Property	3888
697	934	A	Property	3889
779	697	C	Property	3890
697	778	B	Property	3891
701	697	A	Property	3892
697	845	C	Property	3893
896	697	B	Property	3894
697	995	A	Property	3895
698	791	A	Property	3896
698	848	C	Property	3897
698	838	B	Property	3898
698	714	A	Property	3899
903	698	C	Property	3900
979	698	B	Property	3901
758	698	A	Property	3902
772	698	C	Property	3903
800	698	B	Property	3904
698	803	A	Property	3905
871	699	B	Property	3906
699	921	A	Property	3907
917	700	B	Property	3908
791	700	A	Property	3909
934	701	A	Property	3910
701	720	C	Property	3911
701	787	B	Property	3912
814	701	A	Property	3913
701	831	C	Property	3914
754	701	B	Property	3915
701	797	A	Property	3916
974	701	C	Property	3917
993	701	B	Property	3918
839	701	A	Property	3919
702	890	C	Property	3920
803	702	B	Property	3921
826	702	A	Property	3922
816	702	C	Property	3923
750	702	B	Property	3924
702	911	A	Property	3925
966	703	B	Property	3926
703	904	A	Property	3927
704	853	A	Property	3928
705	825	B	Property	3929
810	705	A	Property	3930
706	742	A	Property	3931
953	706	C	Property	3932
907	706	B	Property	3933
753	706	A	Property	3934
915	706	C	Property	3935
706	938	B	Property	3936
979	706	A	Property	3937
837	706	C	Property	3938
711	706	B	Property	3939
948	706	A	Property	3940
885	707	C	Property	3941
707	789	B	Property	3942
707	733	A	Property	3943
710	707	C	Property	3944
707	964	B	Property	3945
707	915	A	Property	3946
855	708	B	Property	3947
783	708	A	Property	3948
708	849	C	Property	3949
708	916	B	Property	3950
728	708	A	Property	3951
967	708	C	Property	3952
708	784	B	Property	3953
898	708	A	Property	3954
741	709	C	Property	3955
907	709	B	Property	3956
709	804	A	Property	3957
878	709	C	Property	3958
751	709	B	Property	3959
890	709	A	Property	3960
710	827	B	Property	3961
710	991	A	Property	3962
739	710	C	Property	3963
917	710	B	Property	3964
710	865	A	Property	3965
711	741	B	Property	3966
711	724	A	Property	3967
794	711	C	Property	3968
735	711	B	Property	3969
711	789	A	Property	3970
886	711	C	Property	3971
711	958	B	Property	3972
711	940	A	Property	3973
712	845	B	Property	3974
739	712	A	Property	3975
812	712	C	Property	3976
712	985	B	Property	3977
795	712	A	Property	3978
868	713	A	Property	3979
713	872	C	Property	3980
713	928	B	Property	3981
713	854	A	Property	3982
713	748	C	Property	3983
872	713	B	Property	3984
754	713	A	Property	3985
787	713	C	Property	3986
781	713	B	Property	3987
906	713	A	Property	3988
933	714	B	Property	3989
714	892	A	Property	3990
714	920	C	Property	3991
790	714	B	Property	3992
714	847	A	Property	3993
715	831	B	Property	3994
852	715	A	Property	3995
980	715	C	Property	3996
830	715	B	Property	3997
918	715	A	Property	3998
984	715	C	Property	3999
858	715	B	Property	4000
715	950	A	Property	4001
818	716	A	Property	4002
716	791	C	Property	4003
716	763	B	Property	4004
814	716	A	Property	4005
717	803	C	Property	4006
755	717	B	Property	4007
820	717	A	Property	4008
718	793	B	Property	4009
718	941	A	Property	4010
719	928	A	Property	4011
719	893	C	Property	4012
971	719	B	Property	4013
825	719	A	Property	4014
719	819	C	Property	4015
788	719	B	Property	4016
719	963	A	Property	4017
719	905	C	Property	4018
929	719	B	Property	4019
721	719	A	Property	4020
839	720	B	Property	4021
938	720	A	Property	4022
788	721	C	Property	4023
743	721	B	Property	4024
721	842	A	Property	4025
771	721	C	Property	4026
819	721	B	Property	4027
721	818	A	Property	4028
881	722	A	Property	4029
748	723	B	Property	4030
723	810	A	Property	4031
886	723	C	Property	4032
723	943	B	Property	4033
972	723	A	Property	4034
723	984	C	Property	4035
723	951	B	Property	4036
914	723	A	Property	4037
724	879	C	Property	4038
724	856	B	Property	4039
724	845	A	Property	4040
725	925	B	Property	4041
874	725	A	Property	4042
725	778	C	Property	4043
725	855	B	Property	4044
791	725	A	Property	4045
962	726	C	Property	4046
726	997	B	Property	4047
726	879	A	Property	4048
742	727	B	Property	4049
727	999	A	Property	4050
955	727	C	Property	4051
727	933	B	Property	4052
727	872	A	Property	4053
878	728	B	Property	4054
802	728	A	Property	4055
949	728	C	Property	4056
728	848	B	Property	4057
846	728	A	Property	4058
729	748	C	Property	4059
905	729	B	Property	4060
729	865	A	Property	4061
730	796	B	Property	4062
730	943	A	Property	4063
868	731	B	Property	4064
731	788	A	Property	4065
798	732	A	Property	4066
732	814	C	Property	4067
732	775	B	Property	4068
732	773	A	Property	4069
732	945	C	Property	4070
732	979	B	Property	4071
732	754	A	Property	4072
732	792	C	Property	4073
732	901	B	Property	4074
732	766	A	Property	4075
877	733	C	Property	4076
733	837	B	Property	4077
956	733	A	Property	4078
766	733	C	Property	4079
819	733	B	Property	4080
974	733	A	Property	4081
771	733	C	Property	4082
733	920	B	Property	4083
733	798	A	Property	4084
984	734	C	Property	4085
816	734	B	Property	4086
734	744	A	Property	4087
751	735	A	Property	4088
934	735	C	Property	4089
953	735	B	Property	4090
791	735	A	Property	4091
735	877	C	Property	4092
921	735	B	Property	4093
735	945	A	Property	4094
924	735	C	Property	4095
735	817	B	Property	4096
735	844	A	Property	4097
882	736	B	Property	4098
736	829	A	Property	4099
994	737	A	Property	4100
766	737	C	Property	4101
737	989	B	Property	4102
737	875	A	Property	4103
737	911	C	Property	4104
737	816	B	Property	4105
737	767	A	Property	4106
738	793	C	Property	4107
930	738	B	Property	4108
738	929	A	Property	4109
986	738	C	Property	4110
738	829	B	Property	4111
944	738	A	Property	4112
908	739	C	Property	4113
739	766	B	Property	4114
743	739	A	Property	4115
739	825	C	Property	4116
739	868	B	Property	4117
739	789	A	Property	4118
740	795	C	Property	4119
740	760	B	Property	4120
875	740	A	Property	4121
887	741	A	Property	4122
741	801	C	Property	4123
906	741	B	Property	4124
768	741	A	Property	4125
741	984	C	Property	4126
806	741	B	Property	4127
741	767	A	Property	4128
790	741	C	Property	4129
769	741	B	Property	4130
927	741	A	Property	4131
742	887	A	Property	4132
752	742	C	Property	4133
742	891	B	Property	4134
742	747	A	Property	4135
956	742	C	Property	4136
816	742	B	Property	4137
742	931	A	Property	4138
995	743	C	Property	4139
996	743	B	Property	4140
832	743	A	Property	4141
744	842	C	Property	4142
744	895	B	Property	4143
963	744	A	Property	4144
744	961	C	Property	4145
999	744	B	Property	4146
744	897	A	Property	4147
918	744	C	Property	4148
826	744	B	Property	4149
744	947	A	Property	4150
931	745	B	Property	4151
745	775	A	Property	4152
746	850	C	Property	4153
746	778	B	Property	4154
746	868	A	Property	4155
747	785	A	Property	4156
747	969	C	Property	4157
985	747	B	Property	4158
747	798	A	Property	4159
832	748	C	Property	4160
782	748	B	Property	4161
855	748	A	Property	4162
748	934	C	Property	4163
887	748	B	Property	4164
812	748	A	Property	4165
748	912	C	Property	4166
748	759	B	Property	4167
748	891	A	Property	4168
749	930	C	Property	4169
749	945	B	Property	4170
856	749	A	Property	4171
750	823	A	Property	4172
959	750	C	Property	4173
750	963	B	Property	4174
930	750	A	Property	4175
892	750	C	Property	4176
750	886	B	Property	4177
750	991	A	Property	4178
750	755	C	Property	4179
914	750	B	Property	4180
769	750	A	Property	4181
845	751	A	Property	4182
786	752	A	Property	4183
752	807	C	Property	4184
770	752	B	Property	4185
752	985	A	Property	4186
753	936	C	Property	4187
965	753	B	Property	4188
940	753	A	Property	4189
754	791	A	Property	4190
942	755	A	Property	4191
756	878	A	Property	4192
792	756	C	Property	4193
756	984	B	Property	4194
946	756	A	Property	4195
792	757	C	Property	4196
757	825	B	Property	4197
757	769	A	Property	4198
757	842	C	Property	4199
820	757	B	Property	4200
987	757	A	Property	4201
758	975	C	Property	4202
758	881	B	Property	4203
996	758	A	Property	4204
759	938	B	Property	4205
886	759	A	Property	4206
759	839	C	Property	4207
759	809	B	Property	4208
977	759	A	Property	4209
760	896	C	Property	4210
760	785	B	Property	4211
760	865	A	Property	4212
760	828	C	Property	4213
760	780	B	Property	4214
841	760	A	Property	4215
760	993	C	Property	4216
760	791	B	Property	4217
760	834	A	Property	4218
761	875	B	Property	4219
819	761	A	Property	4220
900	761	C	Property	4221
883	761	B	Property	4222
941	761	A	Property	4223
935	761	C	Property	4224
761	985	B	Property	4225
761	974	A	Property	4226
762	907	C	Property	4227
762	935	B	Property	4228
886	762	A	Property	4229
767	763	B	Property	4230
964	763	A	Property	4231
763	849	C	Property	4232
763	876	B	Property	4233
924	763	A	Property	4234
764	824	A	Property	4235
765	810	A	Property	4236
765	905	C	Property	4237
918	765	B	Property	4238
955	765	A	Property	4239
765	794	C	Property	4240
776	765	B	Property	4241
765	982	A	Property	4242
765	863	C	Property	4243
765	799	B	Property	4244
898	765	A	Property	4245
886	766	C	Property	4246
822	766	B	Property	4247
766	963	A	Property	4248
766	908	C	Property	4249
927	766	B	Property	4250
956	766	A	Property	4251
766	897	C	Property	4252
828	766	B	Property	4253
766	850	A	Property	4254
767	788	A	Property	4255
982	767	C	Property	4256
767	898	B	Property	4257
829	767	A	Property	4258
767	995	C	Property	4259
835	767	B	Property	4260
767	959	A	Property	4261
768	938	B	Property	4262
929	768	A	Property	4263
954	768	C	Property	4264
768	939	B	Property	4265
768	895	A	Property	4266
882	768	C	Property	4267
768	776	B	Property	4268
768	817	A	Property	4269
769	834	C	Property	4270
769	775	B	Property	4271
984	769	A	Property	4272
980	770	C	Property	4273
770	903	B	Property	4274
804	770	A	Property	4275
770	851	C	Property	4276
770	985	B	Property	4277
820	770	A	Property	4278
869	771	B	Property	4279
826	771	A	Property	4280
772	962	B	Property	4281
772	972	A	Property	4282
772	918	C	Property	4283
772	823	B	Property	4284
772	839	A	Property	4285
979	772	C	Property	4286
772	915	B	Property	4287
888	772	A	Property	4288
773	813	A	Property	4289
901	773	C	Property	4290
773	834	B	Property	4291
773	826	A	Property	4292
985	774	A	Property	4293
774	880	C	Property	4294
911	774	B	Property	4295
774	902	A	Property	4296
774	855	C	Property	4297
774	861	B	Property	4298
945	774	A	Property	4299
807	774	C	Property	4300
774	949	B	Property	4301
774	854	A	Property	4302
828	775	B	Property	4303
999	775	A	Property	4304
775	912	C	Property	4305
775	806	B	Property	4306
795	775	A	Property	4307
775	923	C	Property	4308
775	955	B	Property	4309
775	989	A	Property	4310
776	786	C	Property	4311
776	828	B	Property	4312
842	776	A	Property	4313
777	882	A	Property	4314
958	777	C	Property	4315
777	949	B	Property	4316
777	849	A	Property	4317
982	777	C	Property	4318
933	777	B	Property	4319
960	777	A	Property	4320
777	896	C	Property	4321
777	969	B	Property	4322
986	777	A	Property	4323
778	819	A	Property	4324
853	778	C	Property	4325
832	778	B	Property	4326
778	778	A	Property	4327
805	779	A	Property	4328
779	891	C	Property	4329
779	953	B	Property	4330
779	988	A	Property	4331
780	961	B	Property	4332
994	780	A	Property	4333
780	944	C	Property	4334
988	780	B	Property	4335
876	780	A	Property	4336
897	781	B	Property	4337
848	781	A	Property	4338
839	781	C	Property	4339
781	820	B	Property	4340
781	828	A	Property	4341
887	782	B	Property	4342
782	820	A	Property	4343
802	782	C	Property	4344
782	858	B	Property	4345
797	782	A	Property	4346
980	783	C	Property	4347
783	867	B	Property	4348
844	783	A	Property	4349
784	832	C	Property	4350
784	968	B	Property	4351
815	784	A	Property	4352
784	980	C	Property	4353
868	784	B	Property	4354
784	870	A	Property	4355
784	876	C	Property	4356
959	784	B	Property	4357
855	784	A	Property	4358
992	785	C	Property	4359
907	785	B	Property	4360
785	792	A	Property	4361
886	785	C	Property	4362
962	785	B	Property	4363
785	787	A	Property	4364
962	785	C	Property	4365
785	937	B	Property	4366
785	949	A	Property	4367
786	953	A	Property	4368
786	919	C	Property	4369
786	964	B	Property	4370
799	786	A	Property	4371
995	787	A	Property	4372
787	888	C	Property	4373
787	995	B	Property	4374
787	798	A	Property	4375
788	974	A	Property	4376
789	791	B	Property	4377
882	789	A	Property	4378
789	935	C	Property	4379
803	789	B	Property	4380
924	789	A	Property	4381
807	790	C	Property	4382
984	790	B	Property	4383
790	981	A	Property	4384
790	799	C	Property	4385
790	880	B	Property	4386
830	790	A	Property	4387
830	790	C	Property	4388
934	790	B	Property	4389
806	790	A	Property	4390
791	869	B	Property	4391
949	791	A	Property	4392
932	791	C	Property	4393
791	891	B	Property	4394
791	962	A	Property	4395
791	929	C	Property	4396
791	793	B	Property	4397
914	791	A	Property	4398
898	792	A	Property	4399
792	994	C	Property	4400
792	924	B	Property	4401
966	792	A	Property	4402
820	793	C	Property	4403
793	987	B	Property	4404
987	793	A	Property	4405
944	794	A	Property	4406
794	941	C	Property	4407
794	917	B	Property	4408
794	946	A	Property	4409
849	794	C	Property	4410
794	877	B	Property	4411
853	794	A	Property	4412
795	890	C	Property	4413
795	867	B	Property	4414
852	795	A	Property	4415
860	795	C	Property	4416
795	950	B	Property	4417
795	844	A	Property	4418
796	980	C	Property	4419
799	796	B	Property	4420
888	796	A	Property	4421
967	796	C	Property	4422
813	796	B	Property	4423
796	953	A	Property	4424
797	972	A	Property	4425
889	798	A	Property	4426
798	798	C	Property	4427
858	798	B	Property	4428
798	853	A	Property	4429
799	908	C	Property	4430
911	799	B	Property	4431
806	799	A	Property	4432
958	799	C	Property	4433
799	809	B	Property	4434
799	822	A	Property	4435
799	888	C	Property	4436
957	799	B	Property	4437
799	996	A	Property	4438
800	866	A	Property	4439
955	800	C	Property	4440
800	890	B	Property	4441
800	818	A	Property	4442
800	961	C	Property	4443
995	800	B	Property	4444
852	800	A	Property	4445
954	801	A	Property	4446
858	802	C	Property	4447
802	862	B	Property	4448
851	802	A	Property	4449
803	839	C	Property	4450
803	903	B	Property	4451
897	803	A	Property	4452
804	885	C	Property	4453
804	982	B	Property	4454
804	900	A	Property	4455
805	934	A	Property	4456
921	805	C	Property	4457
805	888	B	Property	4458
916	805	A	Property	4459
806	992	A	Property	4460
807	825	B	Property	4461
907	807	A	Property	4462
807	824	C	Property	4463
833	807	B	Property	4464
834	807	A	Property	4465
874	807	C	Property	4466
807	990	B	Property	4467
813	807	A	Property	4468
946	808	A	Property	4469
809	872	B	Property	4470
809	887	A	Property	4471
829	810	A	Property	4472
810	892	C	Property	4473
810	996	B	Property	4474
868	810	A	Property	4475
864	810	C	Property	4476
959	810	B	Property	4477
832	810	A	Property	4478
889	811	C	Property	4479
811	901	B	Property	4480
811	864	A	Property	4481
811	940	C	Property	4482
937	811	B	Property	4483
811	856	A	Property	4484
836	811	C	Property	4485
811	859	B	Property	4486
811	967	A	Property	4487
838	812	A	Property	4488
812	996	C	Property	4489
922	812	B	Property	4490
812	942	A	Property	4491
881	812	C	Property	4492
812	863	B	Property	4493
812	847	A	Property	4494
813	995	B	Property	4495
813	947	A	Property	4496
814	867	C	Property	4497
973	814	B	Property	4498
932	814	A	Property	4499
814	815	C	Property	4500
925	814	B	Property	4501
814	899	A	Property	4502
948	815	B	Property	4503
815	999	A	Property	4504
980	815	C	Property	4505
840	815	B	Property	4506
815	877	A	Property	4507
815	983	C	Property	4508
815	911	B	Property	4509
866	815	A	Property	4510
816	820	C	Property	4511
816	844	B	Property	4512
816	958	A	Property	4513
847	816	C	Property	4514
819	816	B	Property	4515
816	858	A	Property	4516
822	817	B	Property	4517
875	817	A	Property	4518
930	817	C	Property	4519
853	817	B	Property	4520
985	817	A	Property	4521
817	925	C	Property	4522
839	817	B	Property	4523
817	878	A	Property	4524
965	818	B	Property	4525
849	818	A	Property	4526
907	818	C	Property	4527
818	972	B	Property	4528
961	818	A	Property	4529
942	819	A	Property	4530
819	987	C	Property	4531
819	872	B	Property	4532
828	819	A	Property	4533
819	876	C	Property	4534
819	917	B	Property	4535
819	945	A	Property	4536
819	834	C	Property	4537
969	819	B	Property	4538
919	819	A	Property	4539
834	820	A	Property	4540
955	820	C	Property	4541
918	820	B	Property	4542
820	830	A	Property	4543
821	934	A	Property	4544
899	822	A	Property	4545
965	822	C	Property	4546
839	822	B	Property	4547
822	827	A	Property	4548
861	822	C	Property	4549
872	822	B	Property	4550
822	857	A	Property	4551
823	851	C	Property	4552
823	946	B	Property	4553
823	845	A	Property	4554
824	848	C	Property	4555
868	824	B	Property	4556
837	824	A	Property	4557
825	893	A	Property	4558
926	825	C	Property	4559
976	825	B	Property	4560
992	825	A	Property	4561
825	875	C	Property	4562
968	825	B	Property	4563
825	872	A	Property	4564
826	841	B	Property	4565
826	929	A	Property	4566
851	826	C	Property	4567
826	916	B	Property	4568
851	826	A	Property	4569
826	871	C	Property	4570
897	826	B	Property	4571
999	826	A	Property	4572
912	827	A	Property	4573
860	827	C	Property	4574
962	827	B	Property	4575
827	835	A	Property	4576
827	920	C	Property	4577
827	827	B	Property	4578
976	827	A	Property	4579
946	828	B	Property	4580
853	828	A	Property	4581
969	828	C	Property	4582
828	923	B	Property	4583
828	974	A	Property	4584
832	829	A	Property	4585
883	829	C	Property	4586
829	844	B	Property	4587
860	829	A	Property	4588
829	952	C	Property	4589
829	956	B	Property	4590
829	829	A	Property	4591
829	856	C	Property	4592
987	829	B	Property	4593
829	895	A	Property	4594
830	938	A	Property	4595
830	940	C	Property	4596
830	895	B	Property	4597
878	830	A	Property	4598
870	830	C	Property	4599
866	830	B	Property	4600
830	975	A	Property	4601
950	831	B	Property	4602
981	831	A	Property	4603
860	832	B	Property	4604
832	982	A	Property	4605
970	833	B	Property	4606
835	833	A	Property	4607
929	833	C	Property	4608
833	848	B	Property	4609
833	904	A	Property	4610
856	834	B	Property	4611
899	834	A	Property	4612
836	834	C	Property	4613
999	834	B	Property	4614
841	834	A	Property	4615
835	981	C	Property	4616
848	835	B	Property	4617
835	877	A	Property	4618
905	835	C	Property	4619
981	835	B	Property	4620
835	929	A	Property	4621
910	835	C	Property	4622
949	835	B	Property	4623
904	835	A	Property	4624
836	983	B	Property	4625
965	836	A	Property	4626
880	836	C	Property	4627
836	838	B	Property	4628
836	906	A	Property	4629
846	836	C	Property	4630
889	836	B	Property	4631
836	985	A	Property	4632
837	914	A	Property	4633
955	837	C	Property	4634
837	919	B	Property	4635
952	837	A	Property	4636
838	956	C	Property	4637
948	838	B	Property	4638
849	838	A	Property	4639
930	838	C	Property	4640
963	838	B	Property	4641
838	842	A	Property	4642
939	839	C	Property	4643
948	839	B	Property	4644
839	845	A	Property	4645
902	839	C	Property	4646
914	839	B	Property	4647
839	846	A	Property	4648
840	966	B	Property	4649
882	840	A	Property	4650
841	947	A	Property	4651
972	841	C	Property	4652
841	939	B	Property	4653
867	841	A	Property	4654
988	842	A	Property	4655
843	902	C	Property	4656
843	862	B	Property	4657
845	843	A	Property	4658
878	843	C	Property	4659
890	843	B	Property	4660
843	890	A	Property	4661
843	881	C	Property	4662
970	843	B	Property	4663
955	843	A	Property	4664
844	979	C	Property	4665
854	844	B	Property	4666
844	892	A	Property	4667
904	845	C	Property	4668
997	845	B	Property	4669
845	896	A	Property	4670
845	863	C	Property	4671
979	845	B	Property	4672
977	845	A	Property	4673
995	846	B	Property	4674
962	846	A	Property	4675
848	846	C	Property	4676
846	886	B	Property	4677
948	846	A	Property	4678
973	846	C	Property	4679
846	865	B	Property	4680
846	922	A	Property	4681
852	847	B	Property	4682
861	847	A	Property	4683
848	968	A	Property	4684
855	848	C	Property	4685
972	848	B	Property	4686
848	894	A	Property	4687
958	848	C	Property	4688
848	933	B	Property	4689
848	984	A	Property	4690
849	868	A	Property	4691
850	939	B	Property	4692
897	850	A	Property	4693
969	850	C	Property	4694
969	850	B	Property	4695
850	860	A	Property	4696
851	953	C	Property	4697
953	851	B	Property	4698
932	851	A	Property	4699
851	926	C	Property	4700
851	876	B	Property	4701
961	851	A	Property	4702
937	851	C	Property	4703
851	936	B	Property	4704
955	851	A	Property	4705
983	852	B	Property	4706
852	942	A	Property	4707
884	852	C	Property	4708
947	852	B	Property	4709
852	978	A	Property	4710
956	852	C	Property	4711
852	875	B	Property	4712
852	970	A	Property	4713
853	959	C	Property	4714
959	853	B	Property	4715
853	929	A	Property	4716
854	915	A	Property	4717
854	868	C	Property	4718
856	854	B	Property	4719
898	854	A	Property	4720
897	854	C	Property	4721
933	854	B	Property	4722
908	854	A	Property	4723
879	854	C	Property	4724
854	863	B	Property	4725
926	854	A	Property	4726
874	855	B	Property	4727
855	899	A	Property	4728
856	875	B	Property	4729
991	856	A	Property	4730
856	908	C	Property	4731
856	996	B	Property	4732
992	856	A	Property	4733
856	920	C	Property	4734
907	856	B	Property	4735
856	986	A	Property	4736
857	918	A	Property	4737
857	999	C	Property	4738
981	857	B	Property	4739
857	934	A	Property	4740
857	920	C	Property	4741
